USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,LEAGUE_POINTS,RANK,TIER,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,CLUSTER
,,,,118,207,206,313,0,2,0,21,22,3,2,4,3,3,1155
,,,,651,114,100,322,1,2,2,2,6,4,4,4,2,3,1084
,,,,654,514,458,435,2,2,3,21,0,4,4,4,1,3,146
,,,,672,284,231,321,0,4,0,8,12,4,2,4,3,3,838
,,,,357,212,173,72,1,6,4,8,9,2,1,4,3,4,931
,,,,247,105,93,77,1,6,0,9,13,4,1,2,1,2,442
,,,,655,162,131,1,3,3,0,23,2,1,2,1,4,3,521
,,,,51,63,39,163,0,3,4,15,17,2,4,2,3,3,805
,,,,21,574,546,240,0,2,3,19,23,3,2,2,3,4,832
,,,,334,206,173,306,3,2,4,21,22,4,4,2,4,3,1111
,,,,85,162,125,62,0,2,4,8,12,4,4,2,1,1,260
,,,,121,301,277,10,1,4,4,22,1,1,4,2,1,2,1030
,,,,97,113,77,99,2,5,3,16,20,4,3,3,2,2,1122
,,,,317,113,121,259,1,0,2,23,3,1,2,2,1,4,466
,,,,245,149,119,34,2,0,2,12,13,1,2,4,3,2,937
,,,,694,281,256,36,3,5,3,11,12,4,1,1,2,4,608
,,,,151,283,233,47,3,4,1,13,14,2,1,1,4,3,422
,,,,693,73,54,90,0,5,2,13,17,1,2,1,3,1,1022
,,,,404,456,434,1,3,5,4,10,13,1,1,3,1,1,916
,,,,255,52,38,1,0,4,0,17,20,1,2,2,1,4,1208
,,,,605,156,61,1,2,8,3,19,21,2,4,4,4,4,13
,,,,322,348,327,66,2,1,0,11,15,3,1,3,4,2,48
,,,,525,290,266,0,0,6,3,1,4,4,2,2,3,4,1001
,,,,281,437,370,16,1,5,0,8,11,1,2,4,2,2,25
,,,,50,218,193,1,1,7,1,18,21,1,2,2,3,3,927
,,,,557,265,240,294,2,4,2,14,17,2,1,3,2,4,1032
,,,,541,141,101,86,2,7,4,7,11,4,4,4,2,1,51
,,,,97,388,332,0,2,6,4,23,2,4,1,3,4,3,885
,,,,68,192,135,62,2,7,1,16,18,1,1,3,2,3,360
,,,,464,321,284,119,1,2,1,6,9,4,3,2,2,3,1226
,,,,588,82,70,390,1,2,4,9,12,3,3,2,4,2,609
,,,,99,156,116,481,2,0,2,15,18,2,4,2,1,3,140
,,,,174,149,140,324,3,7,0,8,11,2,1,1,1,1,1123
,,,,272,259,219,603,1,1,0,6,7,1,1,2,3,2,872
,,,,140,278,259,318,1,5,4,14,15,3,2,2,4,1,647
,,,,338,321,311,438,0,4,2,12,13,2,4,4,4,3,624
,,,,273,287,222,482,1,3,0,7,11,3,2,1,4,4,906
,,,,429,68,46,516,3,8,2,9,10,3,4,1,1,3,376
,,,,550,401,350,319,2,3,1,22,23,4,4,3,2,2,207
,,,,643,360,353,347,3,5,0,2,5,4,3,1,4,3,1156
,,,,445,147,133,356,1,4,3,10,14,4,1,2,1,1,732
,,,,98,316,293,517,0,6,3,12,14,4,4,2,1,1,325
,,,,326,343,329,387,2,4,4,7,9,1,2,2,2,1,154
,,,,483,168,139,579,3,3,1,10,11,1,3,3,3,1,217
,,,,332,339,322,611,2,3,0,4,7,3,2,1,4,3,906
,,,,178,104,92,367,0,1,1,19,20,2,1,4,3,3,704
,,,,638,166,161,346,3,4,4,22,0,3,3,4,1,4,59
,,,,426,402,383,550,2,3,4,23,1,4,3,3,4,3,810
,,,,632,326,284,541,3,8,2,20,22,1,2,4,4,4,513
,,,,402,267,217,378,1,0,4,17,19,2,2,2,4,2,162
,,,,553,216,203,362,1,4,1,20,0,3,1,4,1,4,652
,,,,543,160,106,452,3,0,0,17,21,1,2,1,1,3,615
,,,,646,261,216,311,3,3,1,11,15,3,1,2,2,4,1232
,,,,412,385,363,505,3,8,2,8,10,4,3,3,3,1,694
,,,,452,481,468,351,0,8,2,23,3,1,3,3,2,2,933
,,,,162,501,495,464,3,2,2,5,6,1,2,4,3,4,387
,,,,388,52,44,41,3,8,2,18,19,1,2,4,3,1,461
,,,,68,159,124,219,1,6,0,1,4,1,4,2,2,3,306
,,,,263,85,59,172,2,0,3,1,2,2,3,2,4,4,415
,,,,303,369,349,280,1,2,0,14,18,1,1,2,3,3,1168
,,,,680,117,109,59,2,0,3,10,12,3,2,2,4,4,628
,,,,615,216,195,300,3,2,4,9,10,2,4,4,2,2,843
,,,,94,239,245,1,1,3,2,21,0,2,2,3,2,1,1062
,,,,653,146,111,80,0,4,3,12,16,4,3,4,2,3,523
,,,,132,385,381,7,1,0,1,5,6,2,2,1,1,3,129
,,,,509,89,97,2,3,6,1,17,18,4,2,4,3,2,591
,,,,546,119,87,64,1,4,4,12,16,2,1,4,3,3,931
,,,,416,263,237,78,3,8,3,23,0,1,4,4,4,2,593
,,,,607,393,365,215,0,8,4,2,4,1,4,3,2,3,455
,,,,418,276,250,81,2,2,4,1,4,4,3,3,4,1,290
,,,,208,115,113,219,0,6,1,23,2,1,2,4,4,3,975
,,,,167,65,37,200,1,1,2,15,19,1,3,4,2,1,881
,,,,66,36,31,65,0,0,2,15,17,4,4,3,1,3,799
,,,,288,83,70,124,0,0,1,1,5,1,4,2,2,2,693
,,,,112,204,166,11,2,3,1,14,18,3,3,3,2,2,1154
,,,,207,274,231,227,3,1,1,11,15,4,3,1,1,1,760
,,,,98,474,412,1,1,0,3,23,2,1,3,2,2,2,957
,,,,225,56,22,103,0,4,0,4,5,3,2,4,2,3,323
,,,,518,305,284,65,0,4,0,15,18,2,2,4,1,2,743
,,,,349,249,214,62,1,4,2,4,6,3,4,3,2,2,1186
,,,,452,169,157,147,3,3,2,2,6,1,4,2,2,1,645
,,,,202,129,113,162,1,2,4,10,12,1,2,4,1,3,1065
,,,,574,157,119,548,0,3,3,9,13,4,2,4,1,2,1245
,,,,181,303,259,529,1,2,2,5,8,2,1,4,3,4,677
,,,,228,243,212,456,1,0,2,4,5,4,3,2,3,4,1145
,,,,119,80,44,483,3,5,4,9,11,2,1,2,3,4,302
,,,,301,512,471,320,2,3,1,7,8,1,4,2,3,2,619
,,,,468,214,193,392,1,0,1,17,21,3,4,3,1,4,375
,,,,26,109,90,365,1,1,0,21,23,4,2,1,4,2,887
,,,,226,184,163,421,0,0,0,16,20,1,2,4,3,1,1013
,,,,697,269,227,362,1,3,0,1,3,2,1,1,3,1,910
,,,,220,409,304,370,2,0,2,9,11,2,2,3,3,1,937
,,,,537,147,133,357,2,1,1,8,11,3,1,4,3,2,48
,,,,428,76,68,617,2,4,1,16,18,3,2,4,2,2,535
,,,,97,384,309,312,2,5,0,21,22,2,3,1,1,1,932
,,,,79,125,98,402,0,5,4,16,17,1,1,3,3,3,670
,,,,573,221,182,682,2,5,1,0,4,4,4,2,4,1,355
,,,,547,155,143,392,0,5,0,8,12,1,1,3,2,4,780
,,,,173,156,141,425,2,0,3,4,6,3,2,1,2,4,859
,,,,232,275,231,373,2,7,4,20,22,2,3,4,3,3,1160
,,,,138,118,87,626,2,6,3,12,16,4,3,2,3,1,1122
,,,,500,470,415,417,0,1,0,3,6,2,2,1,4,3,905
,,,,54,128,100,461,2,6,3,8,10,4,4,4,4,4,690
,,,,494,291,291,355,2,5,1,10,13,4,4,1,2,4,734
,,,,667,44,37,61,2,7,0,20,23,4,2,4,1,4,6
,,,,666,228,218,113,0,3,0,17,19,1,2,4,1,2,743
,,,,454,285,256,116,1,2,0,10,12,2,4,2,4,1,194
,,,,251,169,165,16,0,1,4,22,0,4,3,2,4,2,566
,,,,582,128,60,1,0,6,0,12,16,1,2,2,3,1,876
,,,,198,267,250,0,0,2,2,16,17,2,4,1,1,2,45
,,,,136,66,39,66,0,6,3,9,11,1,3,1,2,4,419
,,,,294,72,60,6,0,3,2,14,18,4,4,4,3,1,228
,,,,545,267,244,215,3,2,1,20,21,3,4,1,4,2,240
,,,,183,95,81,14,3,6,0,5,6,3,4,2,4,2,912
,,,,67,240,233,198,0,8,0,22,23,4,4,1,1,4,489
,,,,459,262,218,82,1,3,1,10,11,1,1,3,4,3,1038
,,,,517,129,110,1,0,7,3,18,19,2,1,3,1,3,515
,,,,600,131,123,0,2,0,0,19,23,1,3,4,2,3,1169
,,,,21,537,548,15,1,1,0,20,0,2,2,4,1,4,554
,,,,671,68,61,150,1,3,4,18,22,4,3,1,1,1,771
,,,,547,215,187,282,0,2,3,8,12,3,1,4,1,4,42
,,,,83,629,556,0,0,2,1,8,9,4,3,4,1,2,653
,,,,291,368,339,203,2,0,2,4,6,3,2,2,1,4,232
,,,,41,230,202,126,3,0,3,19,23,2,3,2,3,3,1225
,,,,272,500,461,2,3,5,0,7,9,2,3,1,1,2,823
,,,,276,181,165,77,2,1,4,15,17,3,3,1,1,1,377
,,,,460,27,14,1,3,4,4,13,16,2,2,4,2,4,519
,,,,55,33,25,36,2,6,1,22,2,4,2,4,3,3,885
,,,,303,252,221,184,1,3,4,13,16,4,4,2,1,3,1047
,,,,179,120,96,111,1,0,2,6,7,4,4,3,4,2,1178
,,,,173,173,160,158,0,0,0,9,10,4,3,2,1,4,511
,,,,270,217,210,1,1,1,0,7,9,1,4,4,4,3,98
,,,,312,124,101,29,2,1,4,2,3,3,2,3,1,3,921
,,,,335,103,90,208,0,6,4,5,9,4,4,2,3,2,357
,,,,296,187,178,407,0,4,3,4,6,2,3,2,4,2,202
,,,,385,126,88,495,1,0,1,15,18,3,3,1,4,2,870
,,,,525,266,215,477,2,3,1,14,15,4,4,1,3,3,1157
,,,,255,175,157,572,3,0,1,7,11,2,3,4,4,2,390
,,,,267,671,613,455,0,1,3,15,18,3,3,3,4,1,1008
,,,,47,159,109,574,0,0,2,14,15,2,3,1,3,3,1081
,,,,257,193,178,566,2,4,1,7,9,1,1,2,4,2,663
,,,,240,203,193,457,1,1,3,9,13,1,4,4,3,3,756
,,,,174,61,52,631,0,4,3,18,22,4,2,3,4,4,832
,,,,173,175,156,457,1,8,0,16,18,4,4,2,4,3,1209
,,,,252,303,252,317,2,2,4,23,2,2,2,3,4,3,1205
,,,,607,432,421,525,1,3,0,21,0,2,3,1,3,3,44
,,,,540,39,21,312,3,6,4,15,16,3,3,1,1,1,714
,,,,601,84,77,243,2,8,1,2,6,1,1,2,3,2,1137
,,,,240,265,262,97,0,4,1,10,11,1,3,1,1,4,419
,,,,164,165,117,49,1,4,4,19,22,2,4,2,2,2,425
,,,,488,457,417,172,2,8,0,10,13,2,3,1,1,1,394
,,,,526,103,80,1,3,4,2,1,3,2,3,2,2,1,645
,,,,56,152,113,14,1,0,3,20,21,2,4,2,4,1,830
,,,,610,336,298,18,0,3,4,4,7,4,2,3,4,2,170
,,,,252,64,55,166,1,7,1,5,8,1,2,1,2,4,160
,,,,414,199,176,0,3,3,4,0,1,1,1,3,4,2,965
,,,,649,49,44,0,3,5,1,17,19,4,3,1,3,2,988
,,,,559,175,136,3,1,4,4,18,20,3,1,3,1,3,515
,,,,344,348,329,271,3,3,3,1,4,2,3,3,4,1,645
,,,,347,267,233,38,1,0,2,3,5,3,2,1,2,2,506
,,,,136,248,208,267,2,7,1,23,1,1,1,4,2,1,1200
,,,,140,296,249,146,0,3,4,23,0,2,4,3,1,2,1030
,,,,351,251,258,17,2,6,4,0,2,4,2,3,1,1,772
,,,,171,94,72,1,2,4,0,20,23,1,3,1,4,2,113
,,,,168,269,233,259,1,8,3,23,0,4,2,1,4,3,152
,,,,286,969,919,74,2,7,1,17,20,4,3,3,3,4,199
,,,,155,173,168,1,3,0,4,7,10,2,1,4,3,4,963
,,,,469,232,206,16,3,3,3,1,5,2,3,1,3,1,645
,,,,132,142,127,32,3,5,2,1,3,4,2,2,1,3,1109
,,,,573,387,347,122,1,7,0,0,3,2,3,3,1,1,394
,,,,122,107,94,67,2,7,1,16,20,4,2,2,2,3,940
,,,,534,219,165,45,2,3,0,15,19,1,3,2,3,2,640
,,,,267,173,149,78,0,1,2,20,22,3,1,1,1,4,305
,,,,75,194,192,93,2,7,2,5,8,3,3,1,2,3,561
,,,,39,304,251,26,1,6,4,20,21,3,3,2,4,3,432
,,,,674,70,55,295,3,3,0,7,10,3,3,1,4,2,1156
,,,,289,234,172,128,2,4,1,12,14,4,1,4,3,4,266
,,,,69,70,33,1,2,3,4,15,18,3,2,4,4,4,1009
,,,,101,177,141,16,3,0,1,15,17,2,3,1,2,2,421
,,,,52,537,547,52,2,4,0,3,5,3,2,2,1,3,681
,,,,499,320,283,96,1,3,2,14,18,1,2,1,3,1,877
,,,,431,609,552,60,2,8,4,11,14,3,2,4,1,2,1245
,,,,157,245,231,122,0,7,1,5,8,1,4,1,1,1,255
,,,,47,332,326,28,0,3,4,21,1,1,1,1,1,2,143
,,,,287,227,208,15,1,3,1,0,4,1,2,1,3,4,160
,,,,585,256,222,274,2,1,4,0,1,3,4,4,4,2,212
,,,,698,267,241,380,3,5,4,17,20,4,1,1,4,1,546
,,,,204,161,146,544,2,1,0,20,23,4,2,2,1,2,742
,,,,177,529,508,606,0,2,2,12,16,1,2,1,1,3,292
,,,,353,307,287,414,1,4,4,21,23,1,1,4,1,2,137
,,,,506,55,20,323,0,8,1,13,15,3,2,3,4,2,1027
,,,,102,190,153,437,2,6,3,19,23,3,2,3,1,1,526
,,,,272,253,227,528,1,2,0,11,13,1,4,1,1,3,752
,,,,51,532,450,378,3,4,2,0,4,1,4,4,1,4,971
,,,,37,197,181,384,2,2,0,12,13,4,1,4,1,4,930
,,,,486,166,126,373,2,7,0,15,18,3,4,1,2,4,1107
,,,,203,106,98,321,2,0,3,7,11,1,2,4,2,2,1098
,,,,114,441,370,672,0,2,3,12,15,1,1,4,2,3,712
,,,,635,117,97,355,0,6,4,21,1,1,4,4,2,4,1195
,,,,586,169,131,97,3,6,1,12,14,2,4,3,4,2,559
,,,,57,277,203,134,1,5,2,16,18,4,3,4,3,2,802
,,,,440,1051,988,17,1,0,3,7,10,3,1,1,2,4,1053
,,,,529,42,40,46,2,5,4,10,11,4,4,2,3,2,641
,,,,543,313,281,295,2,3,2,21,0,2,4,1,4,1,393
,,,,177,272,212,1,3,1,3,8,11,4,1,3,2,3,47
,,,,313,178,169,47,0,1,2,6,8,4,3,3,1,4,1041
,,,,545,185,163,238,2,3,0,21,1,3,3,2,1,4,858
,,,,640,61,48,1,0,6,2,14,17,4,1,1,4,4,724
,,,,504,213,195,25,3,6,2,2,3,3,2,3,1,1,282
,,,,40,141,102,42,0,4,0,14,16,3,2,4,1,3,1057
,,,,402,45,31,0,2,6,0,18,22,1,4,4,3,3,158
,,,,18,55,43,99,1,4,0,16,17,3,2,1,1,3,808
,,,,273,194,193,1,0,4,1,13,15,2,2,2,2,1,956
,,,,223,106,105,0,2,7,1,0,1,1,3,1,1,2,436
,,,,88,350,364,24,0,1,4,0,4,1,2,4,4,3,374
,,,,408,85,85,86,3,5,0,8,12,1,3,4,2,1,217
,,,,208,213,196,6,0,5,2,22,0,4,4,4,4,1,893
,,,,222,81,51,1,1,2,2,9,13,3,1,4,1,1,428
,,,,438,167,153,143,2,1,1,3,6,1,4,4,1,1,296
,,,,261,201,194,85,3,3,3,19,20,3,4,3,3,2,69
,,,,495,101,95,247,2,2,0,20,23,4,4,4,3,1,614
,,,,550,191,177,53,2,4,0,4,5,2,3,2,1,4,662
,,,,378,116,91,0,3,5,4,5,9,3,4,1,4,3,793
,,,,46,137,132,30,3,1,0,9,13,3,1,3,4,1,707
,,,,190,410,372,2,2,3,2,5,7,2,1,4,3,1,102
,,,,608,313,289,10,1,7,3,4,8,3,2,1,4,2,951
,,,,546,186,142,52,3,8,3,10,12,3,2,1,1,4,412
,,,,681,232,217,133,2,4,2,20,0,2,4,1,3,1,393
,,,,308,75,74,131,3,3,0,14,17,3,3,1,2,4,226
,,,,370,537,421,0,2,4,0,2,3,3,3,4,3,2,680
,,,,297,72,65,194,2,3,0,18,21,1,2,3,3,2,424
,,,,476,229,217,23,1,7,1,6,7,3,2,1,2,1,253
,,,,505,111,72,76,3,0,3,0,3,4,4,2,3,3,722
,,,,303,175,108,20,0,7,1,8,12,3,3,1,1,1,404
,,,,29,174,160,1,3,3,0,16,18,4,4,4,2,3,854
,,,,119,182,137,18,2,5,3,12,13,4,1,2,1,1,124
,,,,328,133,114,64,1,0,1,14,15,4,2,1,3,2,870
,,,,54,33,19,80,0,5,1,17,21,4,4,3,4,1,56
,,,,175,111,65,383,1,0,0,7,9,3,4,2,4,4,66
,,,,471,175,145,339,0,1,2,19,21,3,3,2,4,2,976
,,,,409,268,236,411,3,0,0,11,15,1,4,4,1,2,1089
,,,,436,259,249,465,3,5,2,22,1,4,3,1,1,4,309
,,,,562,164,153,400,3,5,2,22,23,2,2,4,1,3,1164
,,,,646,111,90,345,2,1,3,5,8,4,3,4,4,2,351
,,,,15,134,112,575,0,3,0,8,11,3,2,4,3,4,121
,,,,634,212,169,536,3,4,1,6,7,1,4,2,4,3,1223
,,,,382,117,101,497,3,4,1,9,11,4,3,1,3,4,19
,,,,82,252,182,367,2,0,0,14,15,4,4,2,4,1,794
,,,,463,340,322,341,0,5,1,4,6,2,1,3,1,4,780
,,,,530,108,90,514,2,5,2,18,22,3,1,2,4,4,188
,,,,70,120,89,633,0,8,4,0,3,3,1,4,1,1,1229
,,,,64,494,435,191,0,4,4,9,12,1,3,2,2,4,476
,,,,237,142,135,0,1,5,1,3,6,2,4,2,1,1,184
,,,,263,699,649,251,1,3,1,18,22,3,2,1,1,4,808
,,,,188,197,163,241,0,3,3,21,22,1,3,2,2,2,425
,,,,203,325,301,139,1,1,3,18,22,4,3,4,2,4,89
,,,,133,142,135,267,3,2,4,1,3,1,3,1,4,3,673
,,,,70,286,257,13,1,1,2,16,20,2,4,3,2,2,111
,,,,188,318,312,0,3,5,3,6,7,1,4,1,2,3,719
,,,,224,73,65,255,0,8,1,16,20,3,2,2,2,4,1244
,,,,116,220,177,169,0,0,2,17,18,1,1,2,3,2,310
,,,,476,353,369,33,2,6,1,15,16,2,1,3,1,2,567
,,,,164,292,278,96,2,4,2,1,3,4,1,1,1,3,1109
,,,,54,291,274,80,2,2,4,9,10,4,2,1,2,2,997
,,,,200,193,180,49,1,0,4,14,17,3,4,1,3,2,418
,,,,282,159,125,282,3,6,0,0,4,4,3,3,1,2,1099
,,,,401,203,166,5,1,5,4,22,1,2,4,1,4,2,483
,,,,169,329,300,214,0,4,0,9,13,1,3,1,3,2,468
,,,,133,312,288,36,3,0,2,2,3,3,3,2,3,3,1212
,,,,616,82,71,24,0,4,4,10,12,3,4,4,3,3,687
,,,,142,279,242,273,2,5,4,0,4,3,3,4,3,2,109
,,,,576,65,48,1,2,7,0,15,16,1,4,4,2,4,158
,,,,527,179,186,50,1,1,1,12,15,4,4,3,4,3,1021
,,,,615,60,51,241,2,2,4,4,7,4,1,2,3,1,851
,,,,326,319,295,1,3,1,2,12,16,3,2,3,3,2,391
,,,,57,402,341,220,3,8,2,14,17,2,4,4,2,4,43
,,,,669,178,124,262,3,7,0,13,17,1,3,3,3,2,559
,,,,415,280,262,1,0,8,3,1,3,1,1,2,1,3,1070
,,,,177,639,597,0,1,3,1,11,12,1,1,1,4,3,1038
,,,,114,234,207,34,2,2,1,21,23,1,1,4,3,4,674
,,,,136,142,92,23,2,3,2,4,8,4,2,3,2,1,899
,,,,123,152,143,229,2,3,1,7,11,3,4,3,3,1,163
,,,,505,48,40,302,3,4,1,4,6,3,1,2,2,4,247
,,,,338,182,115,119,0,4,3,19,20,3,1,3,1,2,748
,,,,662,123,112,1,2,2,2,15,19,4,2,4,2,1,457
,,,,504,438,432,204,0,5,0,5,8,2,4,2,1,3,675
,,,,641,197,134,48,2,2,1,1,2,2,4,1,2,4,662
,,,,368,202,189,227,3,8,2,10,13,1,4,1,4,2,165
,,,,162,202,133,1,1,7,0,11,13,2,3,4,4,1,105
,,,,163,81,61,0,1,6,3,15,17,4,3,1,3,4,496
,,,,626,123,110,646,2,6,0,3,4,3,3,1,3,1,1156
,,,,130,177,142,579,1,1,1,22,0,1,3,2,4,2,1063
,,,,685,112,69,343,3,8,3,18,21,1,3,2,2,2,138
,,,,666,340,316,418,1,5,0,7,9,2,2,2,2,2,1201
,,,,509,296,260,546,1,6,1,16,18,2,3,2,1,3,191
,,,,11,187,146,332,1,8,2,18,20,2,3,1,3,4,7
,,,,245,82,68,505,1,0,2,11,13,2,4,4,1,3,929
,,,,49,199,169,535,1,7,0,10,12,1,2,1,1,3,947
,,,,272,155,134,513,0,1,0,18,22,1,3,3,4,2,1013
,,,,203,65,41,324,3,7,1,22,1,1,1,3,1,4,922
,,,,183,425,371,599,1,3,3,17,19,4,2,2,4,1,516
,,,,428,64,43,490,3,1,3,13,16,1,1,3,2,4,791
,,,,692,203,154,463,0,1,0,10,14,4,1,2,4,4,250
,,,,226,144,144,0,3,1,4,17,19,2,4,3,1,2,119
,,,,3,97,106,56,1,6,3,9,12,4,1,1,3,1,644
,,,,494,49,49,42,1,3,2,3,4,1,3,3,1,4,1240
,,,,214,287,262,61,1,7,3,2,6,3,2,2,1,2,1163
,,,,374,175,152,0,3,5,1,15,19,2,2,3,2,1,986
,,,,20,195,192,274,2,0,0,15,19,4,4,4,4,3,264
,,,,414,1088,1034,16,1,1,2,5,6,3,1,2,4,4,1053
,,,,391,159,127,124,3,7,4,10,14,1,3,4,1,1,916
,,,,119,211,178,124,1,1,4,15,16,2,4,4,1,4,327
,,,,556,263,251,29,2,1,1,2,6,2,3,3,1,4,544
,,,,388,411,315,60,0,4,2,5,6,3,1,3,3,2,725
,,,,668,322,298,18,1,0,0,18,20,3,4,2,2,4,375
,,,,403,280,243,164,0,2,1,19,22,4,4,3,4,1,504
,,,,434,138,138,48,0,5,2,12,15,4,4,1,3,3,969
,,,,218,164,106,0,2,5,0,7,8,1,3,1,1,4,160
,,,,443,222,206,29,3,2,2,13,16,4,4,1,2,4,734
,,,,523,78,51,24,1,8,0,20,0,4,1,4,1,1,243
,,,,348,449,401,134,1,0,0,6,9,1,4,2,3,4,197
,,,,641,315,270,38,0,0,2,13,16,3,3,4,4,2,57
,,,,393,62,51,21,3,8,0,21,0,3,3,1,4,3,196
,,,,294,466,368,1,0,6,2,10,12,1,1,3,4,3,1180
,,,,396,177,136,155,2,3,1,0,4,1,2,2,3,2,663
,,,,615,83,74,18,2,3,3,6,10,3,4,1,1,2,558
,,,,676,37,18,112,1,0,1,2,5,2,2,1,1,1,582
,,,,133,233,210,0,0,0,2,12,13,4,2,4,2,4,1041
,,,,343,75,42,16,2,4,3,6,8,1,3,3,3,2,740
,,,,319,343,310,194,3,5,2,3,7,2,4,1,3,3,165
,,,,238,203,184,40,1,7,4,13,17,1,1,2,2,4,1188
,,,,601,113,99,0,2,1,1,17,20,1,3,2,4,2,104
,,,,565,134,107,136,2,0,3,6,7,1,3,2,4,4,259
,,,,690,55,36,24,2,2,1,14,18,2,1,3,2,3,1032
,,,,397,85,87,45,3,5,0,19,21,1,4,1,3,2,1024
,,,,373,336,285,18,2,4,3,3,5,1,3,3,3,3,776
,,,,640,405,374,177,0,0,1,6,8,3,1,1,4,2,910
,,,,140,123,103,270,1,7,4,0,2,1,3,2,2,1,635
,,,,194,262,220,173,2,5,2,12,14,3,3,1,3,4,708
,,,,484,39,40,19,0,0,4,5,9,4,3,3,1,4,1041
,,,,328,184,179,67,2,3,1,2,6,4,2,2,2,3,681
,,,,680,80,44,1,0,1,2,22,0,1,2,2,1,2,828
,,,,279,169,155,350,0,0,3,2,3,3,4,2,2,1,260
,,,,456,360,323,659,2,0,4,0,1,4,4,3,3,3,212
,,,,335,98,64,330,0,1,4,12,15,4,3,3,1,1,218
,,,,386,160,127,372,1,4,3,15,17,2,2,1,1,3,271
,,,,366,231,180,468,2,2,0,6,7,1,3,3,1,1,296
,,,,360,169,139,392,3,6,4,15,16,1,3,4,4,1,461
,,,,316,398,402,411,0,6,1,12,15,2,3,1,4,1,468
,,,,495,136,116,464,1,5,1,22,0,2,4,1,2,3,244
,,,,223,192,149,352,0,5,3,5,9,2,1,1,4,3,273
,,,,516,255,214,332,2,8,2,5,6,1,1,4,2,4,901
,,,,181,136,122,409,2,0,0,7,11,2,3,2,4,2,1212
,,,,35,285,272,441,2,2,0,23,1,1,4,3,3,2,536
,,,,518,156,135,476,2,5,1,9,12,4,4,1,2,1,883
,,,,164,126,113,226,0,6,1,0,3,3,3,3,3,3,745
,,,,126,498,464,1,3,8,2,12,16,3,1,4,1,4,156
,,,,535,233,220,22,3,7,0,16,20,1,1,3,2,3,372
,,,,88,71,39,18,3,6,0,19,23,4,1,3,4,2,1085
,,,,256,57,60,46,3,6,1,20,0,3,2,1,3,3,196
,,,,185,91,80,1,1,6,4,18,19,4,2,2,2,3,1140
,,,,364,588,529,253,3,4,4,14,16,3,1,3,2,1,331
,,,,612,108,109,197,0,6,0,6,10,3,2,4,2,3,1115
,,,,334,310,277,0,1,3,0,13,15,1,1,3,3,1,83
,,,,383,379,376,275,1,5,3,13,17,4,3,1,4,1,647
,,,,352,156,105,103,0,8,3,9,13,2,2,1,1,4,37
,,,,670,195,201,0,2,6,2,22,2,2,2,4,2,1,1200
,,,,534,290,278,79,0,2,1,2,3,3,2,4,1,1,478
,,,,180,132,112,155,0,1,3,23,2,3,1,3,3,3,85
,,,,137,384,362,45,3,1,4,6,7,3,3,4,2,2,991
,,,,208,115,82,104,3,0,1,21,23,1,2,4,2,3,674
,,,,237,363,345,41,0,7,4,18,20,3,2,2,2,3,515
,,,,497,321,303,0,1,8,0,19,21,1,1,2,3,2,547
,,,,548,106,72,1,2,2,4,15,19,1,2,1,4,3,695
,,,,20,116,80,4,0,5,2,23,1,3,2,3,2,4,187
,,,,229,86,51,1,2,1,3,6,8,2,1,1,4,3,1141
,,,,689,115,103,128,1,3,1,20,0,2,3,4,1,4,850
,,,,123,307,266,158,1,1,1,2,6,2,1,2,3,2,443
,,,,253,91,82,134,0,7,2,13,17,1,4,3,1,4,127
,,,,555,150,146,73,2,7,4,2,5,1,3,3,1,2,1116
,,,,492,259,242,269,1,6,3,5,9,4,2,1,1,1,772
,,,,438,197,174,109,1,8,2,12,15,3,3,2,2,1,631
,,,,109,73,63,211,3,3,3,22,2,1,1,2,4,4,896
,,,,142,551,524,109,1,1,3,1,2,1,1,4,2,2,1014
,,,,32,135,120,270,2,8,3,18,19,4,3,1,4,1,1122
,,,,219,272,249,48,3,3,2,8,12,1,2,4,2,3,195
,,,,294,207,171,79,3,8,4,3,4,3,2,1,3,2,402
,,,,522,113,87,63,2,8,0,4,7,2,2,4,1,2,510
,,,,297,185,129,266,1,7,3,4,7,1,4,3,2,2,620
,,,,557,158,141,195,0,8,3,16,18,4,2,1,1,3,464
,,,,239,235,228,90,0,7,3,8,11,4,4,4,2,1,325
,,,,607,209,201,13,0,6,2,22,2,2,3,2,1,2,171
,,,,440,211,154,1,1,6,2,18,21,2,1,2,1,3,364
,,,,393,604,555,52,2,8,3,23,1,4,4,4,2,4,90
,,,,197,109,93,104,3,4,1,6,10,2,2,3,1,4,939
,,,,219,427,364,142,1,8,1,6,7,4,4,3,3,1,996
,,,,5,567,551,144,2,8,3,10,11,2,2,3,3,2,2
,,,,457,207,189,87,2,4,2,2,6,1,4,4,4,4,257
,,,,194,334,245,35,0,5,4,6,10,4,1,1,3,1,644
,,,,99,194,168,34,2,0,4,9,13,3,4,3,2,2,80
,,,,644,60,24,41,2,6,1,23,2,2,3,3,2,1,147
,,,,659,109,92,1,2,4,1,17,20,2,4,4,1,1,982
,,,,201,237,213,281,1,8,1,2,5,4,1,3,1,1,1248
,,,,229,437,420,54,1,2,1,20,22,4,4,2,2,4,1196
